recipe_id,ingredient_id,line_no,amount,unit,raw_text,type_tag,anchor_name,anchor_form,sour,sweet,bitter,aroma,fruity,body,role_rule,role_confidence,role_reason,role_source,amount_value,amount_ratio_all,amount_rank_all
226,7,2,0.75,oz,.75 oz Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,Lemon juice is a citrus juice that provides acidity to balance sweetness and enhance flavors in cocktails.,llm_contextual_v1,0.75,0.2727272727272727,2.0
226,50,3,0.5,oz,.5 oz King's Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,modifier,0.9,King's Ginger Liqueur is a flavored liqueur that modifies the base spirit with ginger notes and adds sweetness and aroma.,llm_contextual_v1,0.5,0.18181818181818182,3.0
226,198,1,1.0,oz,1 oz No.3 London Dry Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,No.3 London Dry Gin is the primary alcoholic component with the highest amount (1 oz) and forms the foundation of the drink.,llm_contextual_v1,1.0,0.36363636363636365,1.0
226,1053,4,0.5,oz,.5 oz Clover Honey Syrup,syrup,honey,syrup,0.1,0.9,0.2,0.7,0.6,0.5,sweetener,0.95,Clover Honey Syrup is a syrup with high sweetness (sweet=0.9) that balances the acidity from lemon juice and other flavors.,llm_contextual_v1,0.5,0.18181818181818182,3.0
227,91,5,0.75,oz,.75 oz Simple syrup,syrup,sugar,syrup,0.1,0.9,0.1,0.2,0.0,0.4,modifier,0.8,"Multiple sweeteners, demoted to modifier",llm_contextual_v1,0.75,0.07692307692307693,4.0
227,119,4,1.0,oz,1 oz Fresh lime juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.98,"Fresh lime juice provides acidity with high sour flavor (0.8), typical acid component in cocktails, used in moderate amount (1 oz)",llm_contextual_v1,1.0,0.10256410256410256,3.0
227,198,1,1.5,oz,1.5 oz No.3 London Dry Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.97,"No.3 London Dry Gin is the primary alcoholic component with the largest spirit amount (1.5 oz), forming the foundation of the drink",llm_contextual_v1,1.5,0.15384615384615385,2.0
227,1065,2,0.5,oz,.5 oz Pimms,other,gin,liqueur,0.4,0.7,0.5,0.8,0.6,0.6,modifier,0.85,"Pimms is a gin-based liqueur that modifies and enhances the base gin flavor, used in small amount (0.5 oz) as a flavor enhancer",llm_contextual_v1,0.5,0.05128205128205128,5.0
227,1066,3,1.0,bsp,1 bsp Luxardo Amaretto di Saschira,other,almond,liqueur,0.1,0.9,0.3,0.8,0.4,0.7,sweetener,0.9,"Luxardo Amaretto is a sweet liqueur (sweet=0.9) used in very small quantity (1 bsp), functioning as a secondary sweetener to complement the simple syrup",llm_contextual_v1,1.0,0.10256410256410256,3.0
227,1069,6,5.0,l,5 leaves Basil leaves,other,basil,other,0.1,0.6,0.4,0.8,0.3,0.2,garnish,0.88,"Basil leaves are aromatic herbs typically used as garnish, with high aroma (0.8) and largest amount ratio but by leaf count, not liquid volume",llm_contextual_v1,5.0,0.5128205128205128,1.0
228,133,3,1.0,oz,1 oz Luxardo Aperitivo,other,bitter_orange,fortified_wine,0.3,0.4,0.6,0.7,0.5,0.5,modifier,0.85,"Luxardo Aperitivo is a fortified wine with bitter-orange flavor, used to modify and enhance the base spirits with its complex bitter-sweet profile, typical of aperitivos in cocktails.",llm_contextual_v1,1.0,0.3333333333333333,1.0
228,564,2,1.0,oz,1 oz C. Drouin Calvados Selection,other,apple,spirit,0.3,0.6,0.4,0.8,0.7,0.7,base_spirit,0.9,"C. Drouin Calvados Selection is an apple-based spirit (Calvados), serving as a primary alcoholic foundation with fruity and aromatic qualities, common as a base in cocktails.",llm_contextual_v1,1.0,0.3333333333333333,1.0
228,1070,1,1.0,oz,1 oz BenRiach Single Malt 12 YO,other,barley,spirit,0.2,0.4,0.3,0.8,0.3,0.7,modifier,0.85,"Multiple base spirits, demoted to modifier",llm_contextual_v1,1.0,0.3333333333333333,1.0
229,100,4,3.0,dash,3 dash Angostura Bitters,bitters,angostura,bitters,0.1,0.2,0.9,0.8,0.3,0.1,bitters,0.95,"Angostura Bitters is explicitly labeled as type_tag: bitters, used in small quantities (3 dashes), and has high bitter flavor profile, typical for bitters in cocktails.",llm_contextual_v1,3.0,0.5,1.0
229,148,1,1.5,oz,1.5 oz Old Tom Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.9,"Old Tom Gin is the primary alcoholic component with the largest amount (1.5 oz) and type_tag: spirit, serving as the foundation of the drink.",llm_contextual_v1,1.5,0.25,2.0
229,626,3,0.5,oz,.5 oz Luxardo Bitter,other,bitter,other,0.4,0.3,0.9,0.8,0.5,0.3,modifier,0.85,"Luxardo Bitter, despite its name and bitter flavor, is used in a small amount (0.5 oz) and type_tag: other, likely modifying the gin's flavor rather than acting as a primary bittering agent.",llm_contextual_v1,0.5,0.08333333333333333,4.0
229,1074,2,1.0,oz,1 oz Cocchi Vermouth di Torino,liqueur,wormwood,fortified_wine,0.2,0.6,0.5,0.8,0.4,0.5,modifier,0.8,"Cocchi Vermouth di Torino is a fortified wine (type_tag: liqueur) used in moderate amount (1 oz) to enhance and complement the base spirit, typical for vermouth in gin-based cocktails.",llm_contextual_v1,1.0,0.16666666666666666,3.0
230,5,1,2.0,oz,2 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is the primary alcoholic component with the largest amount (2 oz) and is tagged as a spirit, forming the foundation of the drink.",llm_contextual_v1,2.0,0.3076923076923077,2.0
230,1078,2,0.5,oz,.5 oz Carpano Antica,other,wormwood,fortified_wine,0.2,0.6,0.5,0.8,0.4,0.5,modifier,0.85,"Carpano Antica is a fortified wine (vermouth) used in a smaller amount (0.5 oz) to modify and enhance the gin's flavor, adding sweetness and herbal notes.",llm_contextual_v1,0.5,0.07692307692307693,4.0
230,1079,3,1.0,bsp,1 bsp Calisaya,other,cinchona,other,0.1,0.2,0.9,0.7,0.3,0.4,bitters,0.9,"Calisaya is a quinquina-based liqueur with high bitterness (bitter=0.9), used in a small quantity (1 bsp) as a flavoring agent, typical of bitters in cocktails.",llm_contextual_v1,1.0,0.15384615384615385,3.0
230,1080,4,3.0,dash,3 dash The Bitter Truth Grapefruit Bitters,juice,grapefruit,bitters,0.3,0.4,0.8,0.9,0.6,0.2,bitters,0.95,"The Bitter Truth Grapefruit Bitters is explicitly tagged as bitters, used in dashes to add concentrated grapefruit flavor and bitterness.",llm_contextual_v1,3.0,0.46153846153846156,1.0
231,62,1,0.75,oz,.75 oz Luxardo Bitter Bianco,other,gentian,bitters,0.1,0.2,0.9,0.8,0.1,0.2,bitters,0.95,"Luxardo Bitter Bianco has high bitter (0.9) and aroma (0.8) scores, is labeled as a gentian-based bitters, and is used in small quantity (0.75 oz) as a flavoring agent.",llm_contextual_v1,0.75,0.1875,2.0
231,515,3,2.5,oz,2.5 oz Prosecco,wine,grape,fortified_wine,0.3,0.6,0.2,0.7,0.8,0.5,base_spirit,0.9,"Prosecco is the largest component by volume (2.5 oz, 62.5% ratio) and serves as the primary alcoholic foundation of this sparkling cocktail.",llm_contextual_v1,2.5,0.625,1.0
231,1082,2,0.75,oz,.75 oz Dolin Blanc,other,wormwood,fortified_wine,0.2,0.6,0.5,0.8,0.4,0.5,modifier,0.85,"Dolin Blanc (a vermouth-style fortified wine) modifies the base Prosecco with additional herbal and sweet notes, used in moderate quantity (0.75 oz) to enhance complexity.",llm_contextual_v1,0.75,0.1875,2.0
232,62,1,1.0,oz,1 oz Luxardo Bitter Bianco,other,gentian,bitters,0.1,0.2,0.9,0.8,0.1,0.2,bitters,0.9,"Luxardo Bitter Bianco is a bitter liqueur with high bitter and aroma scores, used in small quantity (1 oz) as a flavoring agent, typical of bitters in cocktails.",llm_contextual_v1,1.0,0.25,2.0
232,515,4,2.0,oz,2 oz Prosecco,wine,grape,fortified_wine,0.3,0.6,0.2,0.7,0.8,0.5,dilution,0.85,"Prosecco is a sparkling wine with moderate alcohol, used in the largest amount (2 oz) to dilute and lighten the drink, adding effervescence and volume.",llm_contextual_v1,2.0,0.5,1.0
232,1085,2,0.25,oz,.25 oz Castilian Tincture*,other,herb,other,0.2,0.4,0.7,0.9,0.3,0.3,modifier,0.8,Castilian Tincture is an herbal ingredient used in very small quantity (0.25 oz) to modify and enhance the flavor profile with its aromatic and bitter notes.,llm_contextual_v1,0.25,0.0625,4.0
232,1086,3,0.75,oz,.75 oz BarSol Supremo Moste Verde Italia Pisco,other,grape,spirit,0.2,0.4,0.3,0.8,0.7,0.6,base_spirit,0.9,"BarSol Pisco is a grape-based spirit with moderate alcohol, used in a significant amount (0.75 oz) as the primary alcoholic foundation of the cocktail.",llm_contextual_v1,0.75,0.1875,3.0
233,62,1,0.75,oz,.75 oz Luxardo Bitter Bianco,other,gentian,bitters,0.1,0.2,0.9,0.8,0.1,0.2,bitters,0.9,"Luxardo Bitter Bianco is a bitter liqueur with high bitter and aroma scores, used in small quantity (0.75 oz) as a flavoring agent, consistent with bitters role.",llm_contextual_v1,0.75,0.125,3.0
233,581,4,0.75,oz,.75 oz Coconut Water,water_ice,coconut,other,0.2,0.7,0.3,0.5,0.6,0.4,other,0.8,"Coconut water adds flavor and body but doesn't fit neatly into other roles; it's not primarily a sweetener, acid, or dilution in this context.",llm_contextual_v1,0.75,0.125,3.0
233,1089,2,0.75,oz,.75 oz Avua Cachaca Prata,other,sugarcane,spirit,0.1,0.4,0.1,0.6,0.3,0.7,base_spirit,0.85,"Avua Cachaca Prata is a sugarcane spirit with high body and aroma, serving as one of the primary alcoholic foundations alongside gin.",llm_contextual_v1,0.75,0.125,3.0
233,1090,3,0.75,oz,.75 oz Broker's London Dry Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,modifier,0.85,"Multiple base spirits, demoted to modifier",llm_contextual_v1,0.75,0.125,3.0
233,1092,5,2.0,dash,2 dash Toasted Coconut Tincture*,other,coconut,other,0.1,0.7,0.3,0.8,0.6,0.4,modifier,0.9,"Toasted Coconut Tincture is used in dashes to enhance flavor and aroma, modifying the base spirits with coconut notes.",llm_contextual_v1,2.0,0.3333333333333333,1.0
233,1093,6,1.0,dash,1 dash Almond Extract,other,almond,other,0.1,0.7,0.4,0.9,0.3,0.5,modifier,0.9,"Almond Extract is used in a dash to add aromatic and flavor complexity, modifying the overall profile.",llm_contextual_v1,1.0,0.16666666666666666,2.0
233,1094,7,,top,top Fever-Tree Mediterranean Tonic Water,mixer_water,quinine,other,0.1,0.4,0.8,0.3,0.1,0.2,dilution,0.95,"Fever-Tree Mediterranean Tonic Water is topped to dilute the drink, adding bitterness and carbonation as a mixer.",llm_contextual_v1,,,
234,5,2,1.0,oz,1 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is a spirit with the highest alcohol content and typical base role in cocktails, forming the foundation of the drink.",llm_contextual_v1,1.0,0.25,2.0
234,62,1,0.5,oz,.5 oz Luxardo Bitter Bianco,other,gentian,bitters,0.1,0.2,0.9,0.8,0.1,0.2,bitters,0.9,"Luxardo Bitter Bianco has high bitter flavor (0.9) and is used in small quantity (0.5 oz), characteristic of bitters that add concentrated flavoring.",llm_contextual_v1,0.5,0.125,3.0
234,1097,3,1.5,oz,1.5 oz Apple Water*,water_ice,apple,other,0.2,0.6,0.3,0.5,0.7,0.3,dilution,0.85,"Apple Water is the largest ingredient by volume (1.5 oz) and is tagged as water_ice, serving to dilute and balance the drink while adding flavor.",llm_contextual_v1,1.5,0.375,1.0
234,1098,4,1.0,ml,1 ml Citric Acid Solution**,other,citrus,other,0.9,0.2,0.3,0.6,0.7,0.3,acid,0.9,"Citric Acid Solution has very high sour flavor (0.9) and is used in small quantity (1 ml), typical for adding acidity to cocktails.",llm_contextual_v1,1.0,0.25,2.0
235,3,4,1.0,oz,1 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lime juice is a citrus juice that provides acidity to balance the drink, typical in cocktails for sourness.",llm_contextual_v1,1.0,0.13333333333333333,3.0
235,100,7,3.0,dash,3 dash Angostura Bitters,bitters,angostura,bitters,0.1,0.2,0.9,0.8,0.3,0.1,bitters,0.99,"Angostura Bitters is explicitly labeled as bitters, used in small dashes for concentrated flavoring.",llm_contextual_v1,3.0,0.4,1.0
235,539,2,0.5,oz,.5 oz The Genuine Curacao Liqueur Blue,liqueur,orange,liqueur,0.2,0.8,0.4,0.9,0.7,0.6,modifier,0.85,"Orange liqueur (Curaçao) modifies the base spirit with citrus and sweet notes, enhancing flavor complexity.",llm_contextual_v1,0.5,0.06666666666666667,4.0
235,1099,1,1.25,oz,1.25 oz D'aristi 10 YR Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.95,"D'aristi 10 YR Rum is the primary alcoholic component with the highest amount among spirits, forming the drink's foundation.",llm_contextual_v1,1.25,0.16666666666666666,2.0
235,1101,3,0.25,oz,.25 oz Tempus Fugit Liqueur de Violettes,liqueur,violet,liqueur,0.1,0.8,0.2,0.7,0.6,0.6,modifier,0.8,"Violet liqueur adds floral and sweet notes, modifying the base spirit's flavor profile in a small amount.",llm_contextual_v1,0.25,0.03333333333333333,5.0
235,1103,5,0.5,oz,.5 oz Tahitian Vanilla Bean Syrup,syrup,vanilla,syrup,0.1,0.9,0.2,0.8,0.3,0.7,sweetener,0.9,"Vanilla syrup is a sweet syrup used to balance acidity and bitterness, typical as a sweetener in cocktails.",llm_contextual_v1,0.5,0.06666666666666667,4.0
235,1104,6,1.0,,1 float Ginger Beer,spirit,ginger,other,0.2,0.6,0.3,0.8,0.4,0.5,dilution,0.85,"Ginger beer dilutes the drink, adding carbonation and flavor while reducing alcohol concentration, served as a float.",llm_contextual_v1,1.0,0.13333333333333333,3.0
236,32,2,0.25,oz,.25 oz Absinthe,other,wormwood,spirit,0.2,0.4,0.8,0.9,0.3,0.7,modifier,0.85,"Absinthe is used in a small quantity (0.25 oz) to add aromatic and bitter notes, modifying the base spirit's flavor rather than serving as the primary alcohol.",llm_contextual_v1,0.25,0.030303030303030304,4.0
236,1027,1,1.5,oz,1.5 oz Nikka Coffey Grain Whisky,spirit,grain,spirit,0.2,0.1,0.4,0.7,0.0,0.8,base_spirit,0.95,"Nikka Coffey Grain Whisky is the primary alcoholic component at 1.5 oz, forming the foundation of the drink as a spirit.",llm_contextual_v1,1.5,0.18181818181818182,3.0
236,1108,3,4.0,oz,4 oz Hot coffee,other,coffee,other,0.1,0.4,0.8,0.9,0.3,0.7,dilution,0.9,"Hot coffee is the largest ingredient by volume (4 oz), serving to dilute and warm the drink while adding flavor.",llm_contextual_v1,4.0,0.48484848484848486,1.0
236,1109,4,2.5,oz,2-3 oz Homemade Irish Cream,dairy,cream,liqueur,0.2,0.8,0.3,0.6,0.1,0.7,sweetener,0.8,"Homemade Irish Cream is a dairy-based liqueur with high sweetness (sweet=0.8), used in significant quantity (2.5 oz) to balance the coffee and whisky flavors.",llm_contextual_v1,2.5,0.30303030303030304,2.0
237,3,3,0.75,oz,.75 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lime juice is a citrus juice that provides acidity to balance the drink, with high sour flavor (0.8) and moderate amount (0.75 oz, rank 2).",llm_contextual_v1,0.75,0.2222222222222222,2.0
237,22,4,0.25,oz,.25 oz Luxardo Maraschino Liqueur,liqueur,cherry,liqueur,0.1,0.8,0.4,0.9,0.7,0.6,modifier,0.85,"Luxardo Maraschino Liqueur is a cherry liqueur that modifies the base spirit with its sweet (0.8) and aromatic (0.9) flavors, used in small quantity (0.25 oz, rank 3).",llm_contextual_v1,0.25,0.07407407407407407,3.0
237,46,2,0.75,oz,.75 oz  Cointreau,other,orange,liqueur,0.2,0.8,0.4,0.9,0.7,0.6,modifier,0.9,"Cointreau is an orange liqueur that enhances the base spirit with sweet (0.8) and aromatic (0.9) notes, used in moderate amount (0.75 oz, rank 2).",llm_contextual_v1,0.75,0.2222222222222222,2.0
237,91,5,0.125,oz,.125 oz Simple Syrup (optional),syrup,sugar,syrup,0.1,0.9,0.1,0.2,0.0,0.4,sweetener,0.95,"Simple syrup is a classic sweetener with high sweet flavor (0.9), optional and used in very small quantity (0.125 oz, rank 4) to adjust sweetness.",llm_contextual_v1,0.125,0.037037037037037035,4.0
237,1110,1,1.5,oz,1.5 oz Light Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.98,"Light rum is the primary alcoholic component with the largest amount (1.5 oz, rank 1) and high body (0.8), forming the foundation of the cocktail.",llm_contextual_v1,1.5,0.4444444444444444,1.0
238,7,4,0.5,oz,.5 oz Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lemon juice is a classic acidic component in cocktails, providing sourness and balancing sweetness",llm_contextual_v1,0.5,0.14285714285714285,3.0
238,37,3,0.5,oz,.5 oz Luxardo Sangue Morlacco Cherry Liqueur,liqueur,cherry,liqueur,0.2,0.8,0.4,0.7,0.6,0.6,sweetener,0.85,"Cherry liqueur adds significant sweetness (sweet=0.8) and fruity notes, serving as a sweetening agent",llm_contextual_v1,0.5,0.14285714285714285,3.0
238,148,1,1.5,oz,1.5 oz Old Tom Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.9,Old Tom Gin is the primary alcoholic component with the largest amount (1.5 oz) and forms the foundation of the drink,llm_contextual_v1,1.5,0.42857142857142855,1.0
238,780,2,1.0,oz,1 oz Tempus Fugit Alessio Vermouth Bianco,liqueur,wormwood,fortified_wine,0.2,0.7,0.5,0.8,0.4,0.6,modifier,0.8,"Vermouth Bianco modifies and enhances the gin's flavor with herbal and sweet notes, typical of vermouth's role in cocktails",llm_contextual_v1,1.0,0.2857142857142857,2.0
239,121,2,2.0,oz,2 oz Fresh grapefruit juice,juice,grapefruit,juice,0.7,0.4,0.6,0.5,0.8,0.3,acid,0.9,"Fresh grapefruit juice provides acidity (sour=0.7) and is used in equal amount to the base spirit, typical for balancing in cocktails.",llm_contextual_v1,2.0,0.3333333333333333,1.0
239,159,1,2.0,oz,2 oz Karlsson's Gold Vodka,spirit,grain,spirit,0.2,0.1,0.3,0.4,0.0,0.6,base_spirit,0.95,"Karlsson's Gold Vodka is the primary alcoholic component at 2 oz, forming the foundation of the drink with a spirit type_tag and high amount_rank.",llm_contextual_v1,2.0,0.3333333333333333,1.0
239,487,3,1.0,oz,1 oz Club soda,mixer_water,carbonated water,other,0.0,0.0,0.0,0.0,0.0,0.1,dilution,0.8,"Club soda dilutes the drink, adding carbonation and volume with minimal flavor impact, as indicated by its mixer_water type_tag.",llm_contextual_v1,1.0,0.16666666666666666,2.0
239,1122,4,1.0,tincture,1 tincture Grapefruit bitters,juice,grapefruit,bitters,0.3,0.4,0.8,0.9,0.6,0.2,bitters,0.85,"Grapefruit bitters is used in small quantity (1 tincture) with high bitter and aroma flavors, characteristic of bitters to add complexity.",llm_contextual_v1,1.0,0.16666666666666666,2.0
240,3,3,1.0,oz,1 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lime juice is a citrus juice that provides acidity to balance the drink, typical in cocktails for sourness.",llm_contextual_v1,1.0,0.05555555555555555,4.0
240,5,1,1.5,oz,1.5 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.98,"Junipero Gin is the primary alcoholic component with the highest amount among spirits, forming the foundation of the cocktail.",llm_contextual_v1,1.5,0.08333333333333333,3.0
240,1124,2,1.0,oz,1 oz Giffard Elderflower Liqueur,liqueur,elderflower,liqueur,0.1,0.8,0.2,0.7,0.6,0.5,sweetener,0.9,"Giffard Elderflower Liqueur adds sweetness (sweet=0.8) and floral notes, balancing the acidity from lime juice.",llm_contextual_v1,1.0,0.05555555555555555,4.0
240,1126,4,8.5,drop,8-9 drops Chili Tincture*,other,chili,other,0.3,0.1,0.7,0.8,0.0,0.2,bitters,0.85,"Chili Tincture is used in small drops as a concentrated flavoring agent to add spicy and bitter notes, similar to bitters.",llm_contextual_v1,8.5,0.4722222222222222,1.0
240,1127,5,6.0,l,6  Luxardo Maraschino Cherries,other,cherry,other,0.1,0.9,0.3,0.7,0.8,0.5,garnish,0.88,"Luxardo Maraschino Cherries are decorative and aromatic elements added to the drink, typical as a garnish in cocktails.",llm_contextual_v1,6.0,0.3333333333333333,2.0
241,3,3,0.5,oz,.5 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.85,Lime juice (0.5 oz) provides acidity and citrus flavor to balance the sweetness of the rum and cola,llm_contextual_v1,0.5,0.09090909090909091,3.0
241,106,1,2.0,oz,2 oz Pink Pigeon Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.95,"Pink Pigeon Rum is the primary alcoholic component (2 oz spirit with highest alcohol content), forming the foundation of the drink",llm_contextual_v1,2.0,0.36363636363636365,2.0
241,1129,2,3.0,oz,3 oz Coca-Cola,mixer_water,cola,other,0.3,0.7,0.4,0.5,0.2,0.6,dilution,0.9,"Coca-Cola (3 oz, largest amount) serves as the main diluting agent and mixer, adding volume and carbonation",llm_contextual_v1,3.0,0.5454545454545454,1.0
242,3,3,0.5,oz,.5 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.9,"Lime juice adds acidity (sour=0.8) and is a common acid component in cocktails, used in a smaller amount (0.5 oz) typical for balancing.",llm_contextual_v1,0.5,0.09090909090909091,3.0
242,106,1,2.0,oz,2 oz Pink Pigeon Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.95,"Pink Pigeon Rum is the primary alcoholic component with 2 oz, forming the foundation of the drink as a spirit.",llm_contextual_v1,2.0,0.36363636363636365,2.0
242,234,2,3.0,oz,3 oz Ginger Beer,spirit,ginger,other,0.2,0.6,0.3,0.8,0.4,0.5,dilution,0.85,"Ginger beer is the largest ingredient (3 oz) and serves to dilute and carbonate the drink, similar to soda water or tonic in other cocktails.",llm_contextual_v1,3.0,0.5454545454545454,1.0
243,50,2,0.5,oz,.5 oz King's Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,modifier,0.85,"Ginger liqueur (0.5 oz) modifies the base spirit's flavor with its distinct ginger and sweet profile, enhancing complexity",llm_contextual_v1,0.5,0.125,2.0
243,1134,1,3.0,oz,3 oz Domingo Perez Marin 'la Guita' Manzanilla Sherry,other,grape,fortified_wine,0.3,0.6,0.4,0.8,0.7,0.5,base_spirit,0.9,"Largest amount (3 oz, 75% ratio) and a fortified wine (Manzanilla Sherry) that typically serves as the primary alcoholic foundation in cocktails",llm_contextual_v1,3.0,0.75,1.0
243,1136,3,0.25,oz,.25 oz Chartreuse,other,herbal_botanical_blend,liqueur,0.1,0.8,0.4,0.9,0.2,0.7,modifier,0.8,"Chartreuse (0.25 oz) is a herbal liqueur that adds complex herbal and botanical notes, modifying the overall flavor profile",llm_contextual_v1,0.25,0.0625,3.0
243,1137,4,0.25,oz,.25 oz Juice of an Orange,juice,orange,juice,0.6,0.7,0.3,0.5,0.9,0.4,acid,0.75,"Orange juice (0.25 oz) provides acidity and citrus notes typical of acid components in cocktails, despite its sweet flavor profile",llm_contextual_v1,0.25,0.0625,3.0
244,36,3,1.0,oz,1 oz Fresh Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Fresh lemon juice is a classic acid component in cocktails, providing sourness and balancing sweetness",llm_contextual_v1,1.0,0.16666666666666666,3.0
244,50,2,0.5,oz,.5 oz King's Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,modifier,0.85,"King's Ginger Liqueur enhances the base spirit with ginger flavor and some sweetness, but is not the primary sweetener",llm_contextual_v1,0.5,0.08333333333333333,4.0
244,487,6,,top,top Club Soda,mixer_water,carbonated water,other,0.0,0.0,0.0,0.0,0.0,0.1,dilution,0.9,Club soda is a carbonated mixer that dilutes and adds effervescence to the drink,llm_contextual_v1,,,
244,1138,1,1.5,oz,1.5 oz Absolut Vodka,spirit,grain,spirit,0.2,0.1,0.3,0.4,0.0,0.6,base_spirit,0.95,Absolut Vodka is the primary alcoholic component with the largest amount among spirits,llm_contextual_v1,1.5,0.25,2.0
244,1141,4,1.0,oz,1 oz Ginger-Cinnamon Syrup*,syrup,ginger,syrup,0.1,0.8,0.3,0.7,0.4,0.6,sweetener,0.9,Ginger-Cinnamon Syrup is a syrup that provides significant sweetness to balance the lemon juice acidity,llm_contextual_v1,1.0,0.16666666666666666,3.0
244,1142,5,2.0,dash,2 dash Bar Keep Lavender Spice Bitters,bitters,botanical,bitters,0.1,0.1,0.9,0.8,0.2,0.2,bitters,0.95,Bar Keep Lavender Spice Bitters are concentrated flavoring agents used in small quantities (dashes) to add complexity,llm_contextual_v1,2.0,0.3333333333333333,1.0
245,1144,1,4.0,piece,4 pieces Lime,other,lime,other,0.8,0.3,0.4,0.7,0.9,0.4,acid,0.9,"Lime pieces provide acidity (sour=0.8) and are used in the largest quantity (amount_ratio=0.533), typical for acid components in cocktails like Caipirinha variants",llm_contextual_v1,4.0,0.5333333333333333,1.0
245,1145,2,1.5,tbsp,1-2 Tbsp Sugar,other,sugar,other,0.1,0.9,0.1,0.1,0.0,0.3,sweetener,0.95,"Sugar (sweet=0.9) balances the acidity from lime, with amount_ratio=0.200 suggesting it's used for sweetness adjustment rather than as a primary component",llm_contextual_v1,1.5,0.2,3.0
245,1146,3,2.0,oz,1 1/2 oz Ypiòca,other,sugarcane,spirit,0.1,0.4,0.1,0.6,0.3,0.7,base_spirit,0.85,"Ypiòca (sugarcane spirit) is the primary alcoholic component (type_tag=spirit) with amount_ratio=0.267, forming the foundation of what appears to be a Caipirinha-style drink",llm_contextual_v1,2.0,0.26666666666666666,2.0
246,26,5,1.0,dash,1 dash Luxardo Fernet,other,herbal_botanical,bitters,0.1,0.2,0.9,0.8,0.1,0.3,bitters,0.9,"Luxardo Fernet is used in a dash amount, has high bitter and aroma scores, and is categorized as herbal/botanical bitters, functioning as a flavoring agent.",llm_contextual_v1,1.0,0.2,1.0
246,100,3,1.0,dash,1 dash Angostura bitters,bitters,angostura,bitters,0.1,0.2,0.9,0.8,0.3,0.1,bitters,0.95,"Angostura bitters is a classic bitters used in small dashes to add concentrated bitter and aromatic flavors, as indicated by its type_tag and flavor profile.",llm_contextual_v1,1.0,0.2,1.0
246,106,1,1.0,oz,1 oz Pink Pigeon Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.85,"Pink Pigeon Rum is a spirit with the highest body score among ingredients, served in 1 oz, making it the primary alcoholic foundation, though Champagne also contributes alcohol.",llm_contextual_v1,1.0,0.2,1.0
246,550,2,1.0,fill,1 fill Champagne,wine,grape,fortified_wine,0.3,0.6,0.4,0.8,0.7,0.5,modifier,0.8,"Champagne is a wine used in equal proportion to rum (1 fill), adding acidity, sweetness, and effervescence to modify and enhance the base spirit's flavor.",llm_contextual_v1,1.0,0.2,1.0
246,1150,4,1.0,dash,1 dash Peach bitters,bitters,peach,bitters,0.1,0.4,0.8,0.9,0.7,0.2,bitters,0.9,"Peach bitters is used in a dash amount, has high bitter and aroma scores, and is categorized as bitters, adding fruity and bitter notes as a flavoring agent.",llm_contextual_v1,1.0,0.2,1.0
